proj_code,country,via,inco,ship_mode,prod_grp,sub_class,vendor,brand,dosage,dosage_form,per_pack_qty,line_qty,line_value,pack_price,unit_price,manu_site,first_line,weight,freight,insurance,delay,total_cost,quote_year,quote_month,quote_day,po_year,po_month,po_day,sch_del_year,sch_del_month,sch_del_day,actual_del_year,actual_del_month,actual_del_day
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,30mg,Capsule,60,9321,29361.15,3.15,0.05,"Aurobindo Unit III, India",No,1498.0,20257.08,44.11,0,49662.340000000004,2006,3,18,2006,5,23,2006,9,6,2006,9,6
105-GY-T01,Guyana,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,15mg,Capsule,60,602,1414.7,2.35,0.04,"Aurobindo Unit III, India",Yes,37.0,569.52,2.13,0,1986.3500000000001,2006,7,6,2006,9,10,2006,12,25,2006,12,25
114-UG-T01,Uganda,Direct Drop,EXW,Air,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Generic,150mg,Tablet,60,6349,21269.15,3.35,0.06,"Ranbaxy, Paonta Shahib, India",Yes,369.0,2623.49,31.95,0,23924.59,2006,7,3,2006,9,7,2006,12,22,2006,12,22
110-ZM-T01,Zambia,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,200mg,Tablet,60,33333,120332.13,3.61,0.06,"Aurobindo Unit III, India",No,11179.0,49824.57,180.78,0,170337.48,2006,7,1,2006,9,5,2006,12,20,2006,12,20
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Generic,150mg,Tablet,60,98400,329640.0,3.35,0.06,"Ranbaxy, Paonta Shahib, India",Yes,4300.0,27923.26,495.23,0,358058.49,2006,9,23,2006,11,14,2007,3,14,2007,3,14
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,100mg,Chewable/dispersible tablet,60,1700,17850.0,10.5,0.18,"Aurobindo Unit III, India",Yes,356.0,14982.1,26.82,63,32858.92,2006,9,23,2006,11,14,2007,3,14,2007,5,16
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,700,30835.0,44.05,0.73,"Aurobindo Unit III, India",No,3822.0,25124.12,46.32,0,56005.439999999995,2006,9,23,2006,11,14,2007,3,14,2007,3,14
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,600mg,Tablet,30,38300,641525.0,16.75,0.56,"Aurobindo Unit III, India",No,3822.0,25124.12,963.78,0,667612.9,2006,9,23,2006,11,14,2007,3,14,2007,3,14
108-VN-T01,Vietnam,Direct Drop,CIP,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,1320,238682.4,180.82,1.51,ABBVIE (Abbott) Logis. UK,Yes,304.0,13453.12,358.58,0,252494.09999999998,2006,10,26,2006,11,29,2007,4,16,2007,4,16
102-GY-T01,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,Abbott GmbH & Co. KG,Determine,300mg,Test kit,100,230,18400.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,38681.0,801.54,27.64,0,19229.18,2006,5,27,2006,8,1,2006,11,15,2006,11,15
102-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,40,1600.0,40.0,2.0,"Trinity Biotech, Plc",Yes,14.0,713.58,2.4,0,2315.98,2006,7,30,2006,10,4,2007,1,18,2007,1,18
102-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,8,3200.0,400.0,4.0,"Pacific Biotech, Thailand",Yes,4516.521007400334,10900.58231496884,4.81,0,14105.39231496884,2006,6,28,2006,9,2,2006,12,17,2006,12,17
113-ZW-T01,Zimbabwe,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,50mg,Chewable/dispersible tablet,60,54,513.0,9.5,0.16,"BMS Meymac, France",Yes,4516.521007400334,0.0,0.77,0,513.77,2006,9,28,2007,1,19,2007,3,19,2007,3,19
109-TZ-T01,Tanzania,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Capillus,300mg,Test kit,100,700,97300.0,139.0,1.39,"Trinity Biotech, Plc",Yes,488.0,3114.08,146.18,0,100560.26,2006,10,2,2007,1,25,2007,3,23,2007,3,23
102-GY-T01,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,1000,32000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,337.0,5240.47,48.07,0,37288.54,2006,11,9,2007,4,2,2007,4,30,2007,4,30
102-GY-T01,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,1500,48000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,515.0,8576.8,76.8,0,56653.600000000006,2007,2,16,2007,7,6,2007,8,7,2007,8,7
102-GY-T01,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,300,21597.0,71.99,0.72,Inverness Japan,Yes,69.0,1398.6,34.56,12,23030.16,2007,2,18,2007,7,25,2007,8,9,2007,8,21
104-CI-T01,Côte d'Ivoire,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,50mg,Chewable/dispersible tablet,60,1577,14981.5,9.5,0.16,"BMS Meymac, France",Yes,309.0,0.0,23.97,0,15005.47,2007,3,5,2007,5,9,2007,8,24,2007,8,24
100-HT-T01,Haiti,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,450,4.5,0.01,0.0,Inverness Japan,Yes,4516.521007400334,10900.58231496884,0.01,0,10905.09231496884,2007,2,22,2007,7,26,2007,8,13,2007,8,13
100-HT-T01,Haiti,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,300,3.0,0.01,0.0,Inverness Japan,Yes,24.0,240.0,0.0,-6,243.0,2007,2,22,2007,7,26,2007,8,13,2007,8,7
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,300mg,Test kit,30,2000,47000.0,23.5,0.78,"Standard Diagnostics, Korea",Yes,750.0,7961.7,75.2,0,55036.899999999994,2007,5,4,2007,9,18,2007,10,23,2007,10,23
107-RW-T01,Rwanda,Direct Drop,EXW,Air,HRDT,HIV test,Premier Medical Corporation Ltd.,First Response,300mg,Test kit,30,1400,23100.0,16.5,0.55,Premier Med. Corp Ltd. India,Yes,405.0,3616.95,36.96,0,26753.91,2007,5,31,2007,10,18,2007,11,19,2007,11,19
108-VN-T01,Vietnam,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,1000,82200.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,249.0,3120.92,131.52,0,85452.44,2007,9,16,2007,11,22,2008,3,6,2008,3,6
107-RW-T01,Rwanda,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1500,107985.0,71.99,0.72,Inverness Japan,Yes,340.0,9479.89,172.78,-3,117637.67,2007,8,12,2007,12,10,2008,1,31,2008,1,28
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,15mg,Capsule,60,600,900.0,1.5,0.02,"Aurobindo Unit III, India",No,125.0,2429.85,1.44,0,3331.29,2007,8,13,2007,12,5,2008,2,1,2008,2,1
100-HT-T01,Haiti,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Capillus,300mg,Test kit,100,2,278.0,139.0,1.39,"Trinity Biotech, Plc",Yes,1.0,897.52,0.44,0,1175.96,2007,9,20,2007,11,25,2008,3,10,2008,3,10
102-BW-T01,Botswana,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,450,14400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,155.0,1625.08,23.04,0,16048.12,2007,10,14,2008,2,4,2008,4,3,2008,4,3
102-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,7301,197127.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,2093.0,16036.94,315.4,-91,213479.34,2008,3,31,2008,1,29,2008,9,19,2008,6,20
128-BJ-T01,Benin,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,1436,14.36,0.01,0.0,Inverness Japan,Yes,4516.521007400334,10900.58231496884,0.02,0,10914.962314968841,2007,9,20,2008,2,6,2008,3,10,2008,3,10
128-BJ-T01,Benin,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1436,103377.64,71.99,0.72,Inverness Japan,Yes,327.0,6687.51,165.4,-6,110230.54999999999,2007,9,20,2008,2,6,2008,3,10,2008,3,4
110-ZM-T01,Zambia,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,2000,20.0,0.01,0.0,Inverness Japan,Yes,4516.521007400334,10900.58231496884,0.03,0,10920.612314968841,2007,11,2,2008,2,25,2008,4,22,2008,4,22
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,300mg,Test kit,25,659,13180.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,206.0,2358.13,25.83,0,15563.960000000001,2008,9,28,2008,3,3,2009,3,19,2009,3,19
102-LS-T01,Lesotho,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,7,2450.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,17.0,587.63,3.92,0,3041.55,2008,1,24,2008,2,27,2008,7,14,2008,7,14
102-BW-T01,Botswana,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,200,14398.0,71.99,0.72,Inverness Japan,Yes,46.0,1028.18,23.04,-19,15449.220000000001,2008,1,3,2008,3,11,2008,6,23,2008,6,4
123-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,285,2.85,0.01,0.0,Inverness Japan,Yes,4516.521007400334,10900.58231496884,0.0,-31,10903.43231496884,2007,11,18,2008,3,11,2008,5,8,2008,4,7
114-UG-T01,Uganda,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,850,8.5,0.01,0.0,Inverness Japan,Yes,56.0,360.0,0.01,0,368.51,2007,12,2,2008,3,11,2008,5,22,2008,5,22
114-UG-T01,Uganda,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,1275,34425.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,483.0,4193.88,55.08,0,38673.96,2007,12,13,2008,3,14,2008,6,2,2008,6,2
114-UG-T01,Uganda,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,85,2720.0,32.0,1.6,"Trinity Biotech, Plc",Yes,85.0,1253.98,4.35,0,3978.33,2007,12,13,2008,3,13,2008,6,2,2008,6,2
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),Genie,300mg,Test kit,40,331,25156.0,76.0,1.9,Bio-Rad Laboratories,Yes,366.0,7915.98,40.25,0,33112.229999999996,2007,12,10,2008,3,18,2008,5,30,2008,5,30
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Retrovir,300mg,Tablet,60,1000,16400.0,16.4,0.27,GSK Aranda,No,4516.521007400334,0.0,26.24,-55,16426.24,2007,11,4,2008,2,20,2008,4,24,2008,2,29
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Epivir,150mg,Tablet,60,3000,16350.0,5.45,0.09,GSK Cape Town Factory (South Africa),No,4516.521007400334,0.0,26.16,0,16376.16,2007,11,4,2008,2,20,2008,4,24,2008,4,24
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Zerit,20mg,Capsule,60,200,978.0,4.89,0.08,"BMS Meymac, France",No,4516.521007400334,0.0,1.56,0,979.56,2007,11,4,2008,2,20,2008,4,24,2008,4,24
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Truvada,300/200mg,Tablet - FDC,30,20,723.4,36.17,1.21,"Aspen-OSD, Port Elizabeth, SA",No,4516.521007400334,0.0,1.16,0,724.56,2007,11,4,2008,2,20,2008,4,24,2008,4,24
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,500,12500.0,25.0,0.42,"Aurobindo Unit III, India",Yes,124.0,5217.59,20.0,0,17737.59,2008,1,24,2008,3,31,2008,7,14,2008,7,14
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300mg,Tablet,30,2016,27538.56,13.66,0.46,Mylan (formerly Matrix) Nashik,Yes,122.0,2864.44,44.06,-10,30447.06,2007,12,12,2008,4,10,2008,6,1,2008,5,22
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,250,17997.5,71.99,0.72,Inverness Japan,Yes,57.0,1796.68,28.8,0,19822.98,2007,11,19,2008,4,7,2008,5,9,2008,5,9
102-BW-T01,Botswana,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,100,1.0,0.01,0.0,Inverness Japan,Yes,4516.521007400334,10900.58231496884,0.0,0,10901.58231496884,2008,8,1,2008,4,28,2009,1,20,2009,1,20
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,150/300mg,Tablet - FDC,60,3024,27972.0,9.25,0.15,"Aurobindo Unit III, India",Yes,703.0,10356.86,44.76,0,38373.62,2008,3,31,2008,5,13,2008,9,19,2008,9,19
108-VN-T01,Vietnam,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,1040,85488.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,251.0,2519.89,136.78,0,88144.67,2008,5,28,2008,5,13,2008,11,16,2008,11,16
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,150mg,Tablet,60,9576,24897.6,2.6,0.04,Mylan (formerly Matrix) Nashik,Yes,889.0,7884.8,39.84,0,32822.24,2008,4,1,2008,5,13,2008,9,20,2008,9,20
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Ziagen,300mg,Tablet - blister,60,8,397.92,49.74,0.83,GSK Ware (UK),No,4516.521007400334,0.0,0.64,-98,398.56,2008,3,1,2008,5,6,2008,8,20,2008,5,14
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Videx,100mg,Chewable/dispersible tablet,60,4,56.16,14.04,0.23,"BMS Meymac, France",No,4516.521007400334,0.0,0.09,-104,56.25,2008,3,1,2008,5,6,2008,8,20,2008,5,8
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Viread,300mg,Tablet,30,30,738.3,24.61,0.82,Gilead(Nycomed) Oranienburg DE,No,4516.521007400334,0.0,1.18,-104,739.4799999999999,2008,3,1,2008,5,6,2008,8,20,2008,5,8
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Videx,2g,Powder for oral solution,200,6,78.48,13.08,0.07,"BMS Meymac, France",No,4516.521007400334,0.0,0.13,-104,78.61,2008,3,1,2008,5,6,2008,8,20,2008,5,8
106-HT-T01,Haiti,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Capillus,300mg,Test kit,100,121,16819.0,139.0,1.39,"Trinity Biotech, Plc",Yes,100.0,1372.85,26.91,0,18218.76,2008,3,3,2008,5,20,2008,8,22,2008,8,22
106-HT-T01,Haiti,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Capillus,300mg,Test kit,100,84,11676.0,139.0,1.39,"Trinity Biotech, Plc",Yes,54.0,871.71,18.68,0,12566.39,2008,4,21,2008,5,20,2008,10,10,2008,10,10
106-HT-T01,Haiti,Direct Drop,CIP,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,300mg,Test kit,100,28,9800.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,4516.521007400334,0.0,19.21,0,9819.21,2008,7,26,2008,5,23,2009,1,14,2009,1,14
107-RW-T01,Rwanda,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,4327,302890.0,70.0,0.7,Inverness Japan,Yes,986.0,26574.61,484.62,0,329949.23,2008,2,1,2008,6,12,2008,7,22,2008,7,22
113-ZW-T01,Zimbabwe,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1396,100498.04,71.99,0.72,Inverness Japan,Yes,414.0,5781.14,196.98,0,106476.15999999999,2008,8,3,2008,6,12,2009,1,22,2009,1,22
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,150mg,Tablet,60,15960,38304.0,2.4,0.04,"Aurobindo Unit III, India",Yes,755.0,6609.02,61.29,0,44974.310000000005,2008,3,15,2008,7,1,2008,9,3,2008,9,3
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,300mg,Tablet,30,5040,62294.4,12.36,0.41,Mylan (formerly Matrix) Nashik,Yes,301.0,4883.46,99.67,0,67277.53,2008,3,31,2008,7,1,2008,9,19,2008,9,19
109-TZ-T01,Tanzania,Direct Drop,CIP,Air,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,Ziagen,20mg/ml,Oral solution,240,132,1990.56,15.08,0.06,GSK Mississauga (Canada),Yes,65.0,633.0,3.18,0,2626.74,2008,3,20,2008,7,4,2008,9,8,2008,9,8
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Truvada,300/200mg,Tablet - FDC,30,30,1171.5,39.05,1.3,"Aspen-OSD, Port Elizabeth, SA",No,4516.521007400334,0.0,1.87,-2,1173.37,2008,1,20,2008,3,26,2008,7,10,2008,7,8
130-NG-T01,Nigeria,Direct Drop,EXW,Air,ANTM,Malaria,IDA FOUNDATION,Generic,500/25mg,Tablet - FDC,1000,7,184.45,26.35,0.03,"Micro Labs Ltd. (Brown & Burk), India",Yes,488.0,4404.9,0.3,0,4589.65,2008,4,20,2008,7,15,2008,10,9,2008,10,9
133-NG-T01,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,8485,229095.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,2441.0,22229.32,449.03,0,251773.35,2008,5,19,2008,7,18,2008,11,7,2008,11,7
108-VN-T01,Vietnam,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,6,493.2,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,9.0,2709.98,0.97,0,3204.1499999999996,2008,6,13,2008,7,24,2008,12,2,2008,12,2
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,300mg,Tablet,60,880,20680.0,23.5,0.39,"Aurobindo Unit III, India",Yes,331.0,2771.84,40.53,0,23492.37,2008,6,2,2008,7,24,2008,11,21,2008,11,21
108-VN-T01,Vietnam,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,25mg,Chewable/dispersible tablet,60,280,1960.0,7.0,0.12,"BMS Meymac, France",Yes,60.0,1516.05,3.84,0,3479.8900000000003,2008,6,2,2008,7,23,2008,11,21,2008,11,21
117-ET-T01,Ethiopia,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,300mg,Test kit,1,6998,160954.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,5057.0,44347.71,257.53,-3,205559.24,2008,4,17,2008,8,22,2008,10,6,2008,10,3
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Zerit,30mg,Capsule,60,350,1736.0,4.96,0.08,"BMS Meymac, France",No,4516.521007400334,0.0,2.78,-11,1738.78,2008,3,6,2008,5,11,2008,8,25,2008,8,14
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Videx EC,250mg,Delayed-release capsules - blister,30,100,1828.0,18.28,0.61,"BMS Meymac, France",No,4516.521007400334,0.0,2.92,-11,1830.92,2008,3,6,2008,5,11,2008,8,25,2008,8,14
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1174,82180.0,70.0,0.7,Inverness Japan,Yes,275.0,4015.0,131.49,0,86326.49,2008,4,24,2008,8,28,2008,10,13,2008,10,13
106-HT-T01,Haiti,Direct Drop,EXW,Air,ANTM,Malaria,IDA FOUNDATION,Generic,150mg,Tablet,1000,30,197.1,6.57,0.01,Meditab (for Cipla) Daman IN,Yes,3221.0,21015.77,0.39,-61,21213.26,2008,6,27,2008,9,1,2008,12,16,2008,10,16
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1174,82180.0,70.0,0.7,Inverness Japan,Yes,268.0,5243.53,161.07,0,87584.6,2008,6,16,2008,9,18,2008,12,5,2008,12,5
119-NA-T01,Namibia,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,150,1.5,0.01,0.0,Inverness Japan,No,46.0,2698.04,0.0,0,2699.54,2008,5,10,2008,9,24,2008,10,29,2008,10,29
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,150mg,Tablet,60,6966,16718.4,2.4,0.04,"Aurobindo Unit III, India",Yes,1068.0,3894.21,32.77,0,20645.38,2008,9,8,2008,10,21,2009,2,27,2009,2,27
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,200mg,Tablet,60,4200,12180.0,2.9,0.05,"Aurobindo Unit III, India",No,1044.0,3854.23,23.87,0,16058.1,2008,9,4,2008,10,21,2009,2,23,2009,2,23
111-MZ-T01,Mozambique,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,4916,157312.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1651.0,23300.18,308.33,0,180920.50999999998,2008,7,10,2008,10,14,2008,12,29,2008,12,29
117-ET-T01,Ethiopia,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,2500,80000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,844.0,8101.57,156.8,0,88258.37000000001,2008,8,30,2008,10,22,2009,2,18,2009,2,18
117-ET-T01,Ethiopia,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,8964,242028.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,3231.0,15619.2,474.37,-67,258121.57,2008,8,11,2008,10,22,2009,1,30,2008,11,24
117-ET-T01,Ethiopia,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,300mg,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,2535.0,20083.74,158.23,0,100971.97,2008,8,7,2008,10,27,2009,1,26,2009,1,26
116-ZA-T01,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,200mg,Tablet,60,120,2355.6,19.63,0.33,"Cipla, Goa, India",No,4516.521007400334,0.0,4.62,-220,2360.22,2008,11,26,2009,1,31,2009,5,17,2008,10,9
102-GY-T01,Guyana,Direct Drop,CIP,Air,MRDT,Malaria,ZEPHYR BIOMEDICALS,Paramax,300mg,Test kit,25,108,4050.0,37.5,1.5,Not Applicable,Yes,4516.521007400334,0.0,7.94,0,4057.94,2008,9,15,2008,11,19,2009,3,6,2009,3,6
104-CI-T01,Côte d'Ivoire,Direct Drop,EXW,Air,ANTM,Malaria,IDA FOUNDATION,Generic,300mg,Tablet - blister,1000,12,629.88,52.49,0.05,"Medopharm Malur Factory, INDIA",Yes,12.0,536.78,1.23,0,1167.8899999999999,2008,8,1,2008,12,19,2009,1,20,2009,1,20
139-NA-T01,Namibia,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,700,22400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,236.0,6862.01,43.9,0,29305.910000000003,2008,9,22,2009,1,14,2009,3,13,2009,3,13
108-VN-T01,Vietnam,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,30mg,Capsule,60,9576,13885.2,1.45,0.02,"Aurobindo Unit III, India",No,2228.0,9809.7,27.21,0,23722.11,2008,10,17,2009,1,16,2009,4,7,2009,4,7
109-TZ-T01,Tanzania,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1132,81504.0,72.0,0.72,Inverness Japan,Yes,337.0,4323.93,159.75,0,85987.68,2008,10,10,2009,1,27,2009,3,31,2009,3,31
107-RW-T01,Rwanda,Direct Drop,EXW,Air,HRDT,HIV test,Premier Medical Corporation Ltd.,First Response,300mg,Test kit,30,3912,88020.0,22.5,0.75,Premier Med. Corp Ltd. India,Yes,1320.0,15022.74,172.52,-48,103215.26000000001,2008,11,7,2009,2,18,2009,4,28,2009,3,11
